pid,zipcodes
11446_2017,"79582, 76843, 38420, 51726, 89848, 29555, 17504, 67294, 15710"
11447_2017,"78815, 67088, 36765, 85678, 95116, 39724, 83906, 06330"
11448_2017,"36054, 05991, 45626, 09632, 26386, 45020, 47694, 69113, 81976, 81208"
11449_2017,"83231, 81973, 02222, 59165, 64577, 22705, 46225, 06882"
11450_2017,"99044, 73010, 34391, 27591"
11451_2017,"80112, 58845, 35537, 27129, 89005, 34892, 52259"
11452_2017,"02950, 08224, 59742, 16367, 65993, 70630, 27526"
11453_2017,"24565, 60749, 07490, 20155, 30070, 35916, 31787, 30635, 75620, 75538"
11454_2017,"01644, 76851, 84757, 65506, 34079, 50895, 12462, 90604"
11455_2017,"02749, 50550, 37012, 69276, 58008, 93245, 89005"
11456_2017,"39663, 61214, 74534, 65721, 97861, 83967, 56572, 67197"
11457_2017,"14471, 75407, 30107, 21852, 00635, 06837, 33229, 88948"
11458_2017,90633
11459_2017,69012
11460_2017,"34056, 68306, 29465, 66894, 20346, 80515, 66824"
11461_2017,"82557, 40044, 78874, 54730"
11462_2017,"81945, 49089, 50738, 81170, 36985, 44288"
11463_2017,"72879, 03758, 42000, 11854"
11464_2017,"32427, 79064, 89991, 17150, 76788, 20768, 09774, 51091"
11465_2017,"91654, 40241, 07513, 63120, 99542, 41881, 09518"
11466_2017,98241
11467_2017,"23455, 43695, 48560, 65842, 78572, 57017, 24715, 68974, 49316"
11468_2017,"97459, 89100, 23249, 07671, 95016, 49743, 05095, 95811, 02984, 20364"
11469_2017,"58156, 87079, 21743"
11470_2017,"99032, 06529, 92383, 73295, 63096, 35820"
11471_2017,"64904, 94819, 33954, 89619"
11472_2017,"82871, 07692, 25589, 38801, 24014, 37812, 85346, 65447, 80107, 52764"
11473_2017,"23488, 06462"
11474_2017,"16945, 47649, 13345"
11475_2017,"78851, 33796, 13609, 56509, 18188, 45689"
11476_2017,"03467, 09625"
11477_2017,"93980, 18235, 72395, 33740, 24932, 74983"
11478_2017,"72632, 11764, 94892, 21259, 60474, 31305, 42503"
11479_2017,"94302, 06786, 07303, 14308, 67246, 40698"
11480_2017,"87140, 78273, 48384, 28819, 31528, 27506, 58830, 50051, 49127, 17258"
11481_2017,"68029, 05847, 74607, 90806, 61634"
11482_2017,"55476, 21202, 11887, 66477, 03428, 75276, 33183, 69137"
11483_2017,04931
11484_2017,"70009, 72320, 71923"
11485_2017,43567
11486_2017,"51555, 75456, 79247, 22557, 63814"
11487_2017,"81339, 31058, 04334, 83449, 65231, 28889, 37599, 04074"
11488_2017,"49551, 98881, 78010, 74580, 02327, 03404, 86324, 03055, 66872"
11489_2017,"82887, 70196, 02052, 79952, 64849, 16558, 61748"
11490_2017,"51742, 22514, 19949, 69389, 14642, 60708, 00595, 92830"
11491_2017,"43790, 12310"
11492_2017,"82550, 91002, 83984, 11716, 32842, 14168, 41016"
11493_2017,"74441, 81891, 37840, 08624, 13515, 29101, 25035, 92898"
11494_2017,"06112, 50482, 56568, 50753, 96985, 16576, 73722, 64356, 83613, 31781"
11495_2017,"41908, 40692, 98720, 02904"
11496_2017,"83765, 91797, 88040"
11497_2017,"64787, 53298, 84531, 25763, 20481"
11498_2017,"11853, 95090"
11499_2017,"40884, 98921, 11205, 65305"
11500_2017,"28838, 32417, 43979, 48948, 11566, 56424, 98284"
11501_2017,"31699, 07232"
11502_2017,"32870, 98138, 42109, 31145"
11503_2017,"28279, 38916, 70162, 95491, 44107, 02049, 38461"
11504_2017,"64897, 67836"
11505_2017,"74989, 75678"
11506_2017,"82731, 32290, 23940, 27038"
11507_2017,70128
11508_2017,"44874, 15153, 58622, 74272, 88885, 66015, 70158, 96101, 28475, 78533"
11509_2017,"17298, 35502, 56960, 35967, 86840, 75112, 83643, 87016, 33315, 64031"
11510_2017,"37906, 86708, 47401, 29830"
11511_2017,"21985, 09412"
11512_2017,49807
11513_2017,"27659, 68987, 21450, 02913, 01949, 39069, 04367"
11514_2017,43896
11515_2017,"66747, 58808, 67415"
11516_2017,"26527, 89250, 93568, 77355, 89388, 04716, 82056, 65315, 91438, 66067"
11517_2017,"63217, 26005, 28741, 51692, 13558, 87093"
11518_2017,"71671, 55506"
11519_2017,"98375, 60816, 99659, 67348, 51067, 45670, 20620, 30821"
11520_2017,"50877, 55460, 56271, 17020, 54575, 23974"
11521_2017,"77085, 11790, 19393, 50772, 84580, 64978"
11522_2017,"60605, 76850, 79437, 51479, 77800, 39951"
11523_2017,00737
11524_2017,"04507, 02830"
11525_2017,"86393, 36633, 34847, 62926, 22503, 91820"
11526_2017,"18099, 36105"
11527_2017,"66940, 66218, 72799, 23741, 60580"
11528_2017,"29507, 94967, 56848, 57647, 95655, 99424, 35790, 39242, 59049"
11529_2017,"59371, 16428, 41450, 97927, 29897, 19325"
11530_2017,"93817, 67770, 38341, 89566, 21212, 49158, 88549, 45681"
11531_2017,"87717, 78629, 78941, 09517, 43304, 91519, 09625, 45217, 38183, 47935"
11532_2017,"20899, 57972, 49852, 27461, 94791, 19510, 36749, 95050, 85731, 19549"
11533_2017,"01549, 17648"
11534_2017,"14969, 28294, 15565, 15426"
11535_2017,"38197, 97890, 34314, 75279, 93276, 73641"
11536_2017,"56052, 53305, 44107, 54492, 74588, 02304, 58495, 40647"
11537_2017,"58719, 94183"
11538_2017,"75020, 95885, 26486, 15116, 23563, 65503, 62987"
11539_2017,"38077, 17822, 71585, 24215, 13410, 21166, 41452, 18493"
11540_2017,"36699, 28287, 31428, 26508, 27412, 90952, 81057, 71773"
11541_2017,"57011, 95135"
11542_2017,"29442, 36630, 87672"
11543_2017,"37313, 54427, 86919, 95876, 53029, 95379, 48325"
11544_2017,"20892, 85000, 04309, 08714, 88842, 50339"
11545_2017,"47182, 64362, 76231, 82806, 05834, 01037, 71675, 74487, 88042, 27504"
11546_2017,"47900, 69851, 99513, 10317, 77179, 90827, 48978, 93161, 53185, 23124"
11547_2017,"90119, 11194, 98436, 95560, 25009, 34890"
11548_2017,"71556, 40182, 07571, 80912, 63764, 33259, 77304"
11549_2017,"85168, 69363"
11550_2017,"12874, 11309, 46177, 91125, 26772, 56626, 49345, 08164, 69327, 08963"
11551_2017,"62178, 71771, 81945, 95109, 83174"
11552_2017,"09489, 42464, 87452, 65941, 55210, 56356, 46547, 54092, 53836"
11553_2017,"64015, 46911"
11554_2017,"35914, 10915, 87053, 45011, 98651"
11555_2017,"72293, 81515"
11556_2017,"73806, 27296, 48829, 12820, 76565, 26252, 49667, 10450, 34471, 43134"
11557_2017,"97373, 89492, 60788"
11558_2017,"68789, 81699"
11559_2017,"19660, 97034, 12346, 14875, 57010, 36723"
11560_2017,"86510, 58515"
11561_2017,"22298, 09208, 61489, 32437, 04975, 59061, 62908, 87983"
11562_2017,"89143, 87352, 85133, 19318, 08788, 73782, 06885"
11563_2017,"02450, 22606, 76871, 95167"
11564_2017,"01448, 22248"
11565_2017,56016
11566_2017,"81794, 56917, 41356"
11567_2017,"23415, 63950, 02739"
11568_2017,"04482, 48492, 45452, 93059, 91999, 71894, 99877"
11569_2017,"37866, 40942, 29449, 49724, 78819, 38896, 98652"
11570_2017,90631
11571_2017,"15161, 20746, 81632, 77981, 71836, 05036, 40464, 29790, 00521, 22611"
11572_2017,"42581, 67879, 10422"
11573_2017,"87971, 62832, 38722, 90309, 07688, 26453, 31292, 65882, 61186"
11574_2017,"61494, 37993"
11575_2017,"86972, 47016, 21847, 26533, 35834, 05819, 92774, 87894, 83411, 55726"
11576_2017,98107
11577_2017,"57289, 04060, 16325, 73831, 85816, 90582, 59576, 59417"
11578_2017,"42667, 70761, 38532"
11579_2017,"88261, 92490, 41526, 99183, 68098, 84724, 52254, 89906, 05571"
11580_2017,"49902, 48083, 82934, 22622, 41376, 46748, 60503, 62947, 18814, 62198"
11581_2017,72344
11582_2017,"13046, 25919"
11583_2017,"16693, 78538, 95462, 22596, 03215"
11584_2017,"09229, 87467, 35880, 93347, 58010, 67158, 41011, 79304, 29656"
11585_2017,"75000, 12169, 59046, 97064"
11586_2017,"18967, 40645, 60468, 69004, 26960, 72844, 49868"
11587_2017,"54439, 92533, 48192, 43124, 12693, 73343, 33410, 89688, 40100"
11588_2017,"19078, 13924, 19490, 79310, 95238, 30611"
11589_2017,09733
11590_2017,"12687, 98887, 44696, 20133"
11591_2017,"49318, 79442, 04120"
11592_2017,"60705, 30435, 04853, 65059, 97121, 67396, 28035, 96665"
11593_2017,"36896, 33707"
11594_2017,"17690, 76592, 95038, 23036, 68540, 93753, 31820, 09050"
11595_2017,"12617, 77137, 12749, 51654, 52504"
11596_2017,"29139, 39387, 93840, 84304, 74034, 28142, 94895"
11597_2017,"05397, 28200, 63108, 55796, 19456, 59696, 54035"
11598_2017,"25203, 30834, 53415, 07993, 63864, 10049, 11471, 06975, 10889"
11599_2017,"51303, 69406, 33499, 70197"
11600_2017,31790
11601_2017,"21430, 34710, 08208, 72323"
11602_2017,"27386, 94611, 48186, 48869, 41807, 02521, 56854"
11603_2017,"13686, 68706, 13646, 07935, 42214"
11604_2017,"86005, 31270, 89864, 20190, 03030, 60469, 59430, 17455, 73068, 90300"
11605_2017,"48671, 25965, 64027, 36340, 14996, 81314, 14834"
11606_2017,"24617, 69944, 09897, 23682, 72543, 60466, 88874, 22868, 59433, 24860"
11607_2017,"37990, 22038, 91598, 06003, 18074, 75764"
11608_2017,"39093, 17835"
11609_2017,17868
11610_2017,"49519, 13549, 10511, 66056, 52760, 16908"
11611_2017,"42322, 73801"
11612_2017,"86096, 96910, 13996, 12122, 49932"
11613_2017,28054
11614_2017,"09242, 07157, 21574, 50846, 02504, 56112, 75545, 24307, 75956, 54156"
11615_2017,"31712, 25976, 75907, 38802, 96246"
11616_2017,"82531, 08853, 47500, 94397"
11617_2017,19994
11618_2017,65542
11619_2017,"47210, 21424, 96987, 69094, 68282, 81929, 43642, 65214, 38034"
11620_2017,"00546, 70286, 65862, 99621, 45742, 86928, 97943, 22933, 06119, 44863"
11621_2017,"87434, 97000, 54807, 39509, 47350, 35304, 75409, 15611, 49552"
11622_2017,"20285, 99311, 32517, 94452, 03766, 34822"
11623_2017,"82707, 12475, 31585"
11624_2017,"44732, 79559, 43707"
11625_2017,"74162, 88753, 02625, 97378, 81019, 90376, 64875, 56377, 25201"
11626_2017,"86941, 44524, 38208, 76300, 83045, 28011, 26115, 55963"
11627_2017,"60749, 95593, 09258, 61534, 18302, 80242, 56977, 83396, 13650, 47904"
11628_2017,"62046, 18992, 58642, 21144, 85330, 44967, 10929, 05917, 95011"
11629_2017,"68349, 65981, 29353, 37849, 77026"
11630_2017,79289
11631_2017,"80372, 98724, 56034, 35327, 38569, 65743, 93666, 21663, 93532"
11632_2017,"94331, 10518, 16882, 51748, 66919, 11943, 64229, 86825"
11633_2017,"22431, 17058, 90043, 23151, 65522, 66178, 78410, 80199"
11634_2017,"99643, 37291, 82122"
11635_2017,"46995, 84357, 87434, 86660, 47080, 60299, 38370, 01435"
11636_2017,"37763, 88612, 25688, 99042"
11637_2017,"27043, 03383, 93327, 23615, 58430, 44480, 41866, 55689, 72852"
11638_2017,"05729, 98584, 91702, 78140, 45774, 09054"
11639_2017,"35036, 81370, 57308, 79167, 44652"
11640_2017,"02004, 93432, 87022, 02664, 61278, 33390"
11641_2017,"37701, 11648, 33011"
11642_2017,"99605, 82561, 81160, 40034, 63422, 53884, 73502, 79394, 55820"
11643_2017,"19334, 96345, 46882, 05413, 62763, 57775, 27345, 79321, 56330, 24629"
11644_2017,"95603, 84754, 16890, 08314, 80785, 00799, 50173, 29115, 47413, 78224"
11645_2017,"04855, 19777, 01353, 27476, 62973, 79872"
11646_2017,"86531, 11364, 20373, 53121, 78327, 62332"
11647_2017,"07280, 59263, 15079, 88012, 08029, 67903, 59640"
11648_2017,"06279, 07233, 42626, 05299, 56447, 89259"
11649_2017,"02573, 76931, 45594, 57182, 02924, 93985, 21844, 07900, 16146"
11650_2017,"10934, 24047, 60838, 57257, 62958"
11651_2017,"15979, 24112, 88627, 76552, 90588, 65658, 80255"
11652_2017,"95546, 44247, 87114, 26615"
11653_2017,"77069, 39991, 01956, 70912, 75013, 71218, 50732"
11654_2017,"92026, 39286, 61456, 61801, 42463, 50444, 05427, 31834, 22882"
11655_2017,"69652, 03233"
11656_2017,"82129, 46011, 96188, 34790"
11657_2017,"52321, 31871, 30205, 16193, 56093, 25933, 96086, 33103, 25342, 75108"
11658_2017,"44964, 28151, 96644, 79939, 18606, 15914, 74530"
11659_2017,15957
11660_2017,"79081, 85582, 58390, 65791, 87735, 04529, 75194"
11661_2017,"14376, 51549, 32690"
11662_2017,"47850, 71661, 80847, 34760, 26101, 28345, 86413, 05823, 25456, 57160"
11663_2017,"78466, 18631, 93156"
11664_2017,"17466, 10436, 15247, 88166, 94532, 38185, 61433"
11665_2017,"36398, 69939, 98442, 36277"
11666_2017,"83764, 93245, 91012, 74323, 45818"
11667_2017,"40698, 86187, 31426, 49443, 21686, 57622, 74095, 87570"
11668_2017,"12928, 13465, 99734, 15402, 04244, 23210, 35159, 08433, 46104"
11669_2017,"33750, 40419, 13558, 59240, 26586, 28843, 70965"
11670_2017,"97662, 13018"
11671_2017,"86149, 97189"
11672_2017,"72439, 63232, 22385, 52649, 31870, 74399, 47217, 40453, 82304, 69941"
11673_2017,"66118, 97833"
11674_2017,"31605, 39187, 80774, 51231, 55472, 97671, 29951, 28537, 63578, 45406"
11675_2017,"37767, 69760, 19215, 31444, 52960, 52999, 13714, 73413, 90750"
11676_2017,"61013, 22727, 24006, 76112"
11677_2017,"15200, 18920"
11678_2017,"35700, 65592"
11679_2017,"33531, 63308, 08839, 93439, 38010"
11680_2017,"12776, 04268"
11681_2017,16907
11682_2017,"52327, 88523, 26416, 19423, 79998, 37654"
11683_2017,"63766, 73716, 21178, 41546, 36483, 30186, 87824, 93951, 47572"
11684_2017,"64044, 71712, 35874, 76267, 27154, 78749, 68841"
11685_2017,"46414, 69966, 96479, 60989, 45009, 12027, 37870, 06531"
11686_2017,"57928, 24303, 44755"
11687_2017,"99235, 17149, 05885"
11688_2017,"40382, 67750, 80870, 81760, 36083"
11689_2017,"87131, 87557, 43423, 54080, 30036, 91098, 53765, 28564"
11690_2017,"56523, 91386, 97296, 10517, 50451, 39823, 83717"
11691_2017,"77905, 13390"
11692_2017,"44066, 78618, 10849, 93875, 81729, 64852, 43366"
11693_2017,"27662, 60307, 64846, 10751, 36045, 67298, 43254, 53849, 99813"
11694_2017,"55437, 06058, 10575, 12043"
11695_2017,"69124, 16734, 16353, 63117"
11696_2017,"61751, 21734, 25504, 12784, 46837"
11697_2017,"93653, 66854, 39829, 81055, 39788, 95447, 07481, 27108, 84853, 68602"
11698_2017,"58654, 19392"
11699_2017,"95546, 24069, 01001, 71552, 19787, 75554, 58791, 91366, 18767, 51237"
11700_2017,"63731, 85477, 14386, 08536, 11128, 61861, 62184, 91415"
11701_2017,47779
11702_2017,"19488, 70101, 13266, 55126, 47333"
11703_2017,"30918, 72060, 50751, 06449"
11704_2017,"01909, 41013, 21504, 61498"
11705_2017,"36738, 68996, 11243, 08204, 54345"
11706_2017,"04000, 28651, 95096, 76374, 56997, 69373, 11200, 56682"
11707_2017,"42845, 12141, 74447, 75903, 72925, 90811, 97211, 89920"
11708_2017,"64758, 83548, 51203, 35952, 19607, 74910, 92042, 57893, 32298, 38748"
11709_2017,"64990, 03428, 02203, 31442"
11710_2017,58891
11711_2017,"92346, 34924, 13988, 10557, 15948, 18239, 89281, 48068, 64979"
11712_2017,"09419, 58778, 32189, 30472, 40290, 61364, 61544"
11713_2017,"09532, 35615, 90508, 25427, 97288, 12735, 72727, 89162, 24951, 66142"
11714_2017,"28974, 85472, 50433, 68624, 85618, 72418, 18602"
11715_2017,"80162, 30796, 91432, 03008"
11716_2017,"50348, 82928, 50578, 01455, 88018, 22241, 88333, 81999"
11717_2017,"51019, 27368"
11718_2017,"21571, 46424, 68712, 11229, 93622, 48862, 33266, 49708, 27317, 33252"
11719_2017,"16229, 95039, 52418"
11720_2017,"77093, 81065, 60049, 03021, 38136, 81792, 77594"
11721_2017,"89967, 42831, 32955, 76539, 98979, 74797, 79561, 29672"
11722_2017,"62255, 58820, 52299, 22753, 58889, 63359"
11723_2017,"20294, 09119, 94234, 01237"
11724_2017,"34197, 92884, 38782, 63602, 85392, 78437, 36290, 80442, 32003, 72775"
11725_2017,"63324, 49867, 79166, 68986, 51278, 29648"
11726_2017,"75303, 79660, 18471, 09480, 88856, 32087, 33978, 41188, 29030"
11727_2017,"70935, 88882, 55450, 68525, 71229, 43113, 40731, 98308, 28353, 62165"
11728_2017,"86057, 92531, 54623, 58076"
11729_2017,"89914, 10254, 93571, 49349, 40213, 38381, 39152"
11730_2017,"30577, 76415, 79888, 05466, 59435, 71083"
11731_2017,"32934, 72874, 39719, 68823, 16004, 98585, 20418, 48701"
11732_2017,"53755, 04772, 89578, 35704, 68370, 02026"
11733_2017,"70960, 20717, 67909, 96943, 56387, 72040, 30867, 06340"
11734_2017,"24598, 77479, 90885, 08412, 27303, 91950, 95802, 11733, 76506, 89251"
11735_2017,"98611, 89962, 42878, 99824, 64533"
11736_2017,"43288, 00955"
11737_2017,57222
11738_2017,"84139, 01433"
11739_2017,"69487, 34930, 22837, 91587, 48099, 95544, 26671, 08287, 69127, 65671"
11740_2017,"31760, 96433, 69706"
11741_2017,"70610, 20755"
11742_2017,"44877, 63732, 49057, 09617, 87543, 77019, 82210"
11743_2017,"94464, 99886, 42463, 54912, 79957"
11744_2017,"80527, 23643, 23541, 66618, 85946"
11745_2017,"60604, 14553, 89356, 02950, 22120, 40825, 98420, 83277, 03551"
11746_2017,"70465, 93827"
11747_2017,52231
11748_2017,"70425, 99557, 27823"
11749_2017,"13202, 80507, 30490, 64651, 73926, 60367, 29954, 96673, 15836"
11750_2017,"11537, 19315, 88837, 22051, 58424, 62970, 84039, 36232, 40319"
11751_2017,"44986, 99439, 71118, 06948, 21608, 71780, 32817, 99199, 36995, 01528"
11752_2017,"80571, 92352, 58763, 69365, 20096"
11753_2017,"86823, 74114, 61768, 56884, 85289, 34571, 01438"
11754_2017,"28639, 29565, 77821, 40824, 84625"
11755_2017,72604
11756_2017,"23461, 88287, 90773, 94889, 42411, 60162"
11757_2017,"36239, 69823, 94832, 56923, 53266, 04207, 36579, 04848, 72016, 51765"
11758_2017,"68066, 19775, 42733, 46609, 40913, 30114, 68974, 05034, 83417, 03160"
11759_2017,"44135, 39551, 63763, 72841, 85409, 12720, 45692, 56603, 44230, 50605"
11760_2017,50653
11761_2017,"82997, 89681, 70971, 63710, 41570"
11762_2017,"29326, 96607, 71665, 86840, 46752, 16782, 98415, 14799"
11763_2017,"76461, 86975, 65340, 37293, 06677, 17247, 52610"
11764_2017,"90842, 31414, 39477, 82869, 26065, 46098, 58627"
11765_2017,"86712, 26401, 42428"
11766_2017,"32976, 51513, 50728, 10288"
11767_2017,"66325, 99127, 79587, 05322, 03428, 02582, 48189, 58948, 22019"
11768_2017,"76437, 19221, 64654, 80971, 00760, 86461"
11769_2017,"73302, 30350, 27077, 67273, 95918, 90247, 48524, 85116"
11770_2017,"47964, 12124, 93641, 76152"
11771_2017,"00786, 35947, 71695, 84149, 83725, 74646, 57570, 39781, 80024"
11772_2017,"34052, 65381, 47079, 33141, 47053, 80566, 01440, 14570, 97253, 43355"
11773_2017,19810
11774_2017,"86342, 72944, 13078, 62833, 92087, 18907, 49372, 39866, 67362"
11775_2017,20957
11776_2017,"13535, 32782"
11777_2017,"67943, 75303, 49497, 57694, 81952, 52688"
11778_2017,"62569, 63507, 50875, 42863, 35089"
11779_2017,"94811, 91214, 59650, 33136"
11780_2017,"04049, 22987, 41221, 98030, 87606, 33176"
11781_2017,"68131, 63856, 27810, 70282, 75474, 46786, 74568, 38385, 26162, 02106"
11782_2017,"36533, 36667, 55090, 12569, 80596, 81965"
11783_2017,"70660, 58023, 52209, 55814, 87911"
11784_2017,"20074, 18742"
11785_2017,"49230, 83396"
11786_2017,"51667, 96696"
11787_2017,89778
11788_2017,"35862, 92565"
11789_2017,"85260, 09011, 48147, 26586, 04462"
11790_2017,"97848, 41206, 74525, 88041, 74582, 01741, 23054, 14439, 94204, 99892"
11791_2017,"62046, 84822, 94134"
11792_2017,"77997, 08585, 37898, 94784, 86955, 45164"
11793_2017,"14030, 27880, 77788"
11794_2017,"11102, 45675, 37506, 35235, 17401, 69097, 14739, 24011"
11795_2017,"17078, 65309, 40583, 79234, 86946, 78761, 91156"
11796_2017,"68669, 27475, 56309"
11797_2017,"18909, 86556, 50994, 21560, 84650, 48929, 46265, 19594"
11798_2017,"25621, 86095, 56218, 64726, 85659, 66570, 44504, 66994, 30165"
11799_2017,"22556, 86210, 03070, 80581, 24772, 62885, 83739, 52601, 50531"
11800_2017,"55673, 59803"
11801_2017,"06189, 45830, 70935, 41211, 81861, 97882"
11802_2017,35302
11803_2017,"71816, 75683"
11804_2017,"72025, 95547, 38426, 06616, 68385"
11805_2017,"17920, 07451, 38219, 46495"
11806_2017,"94570, 84473, 43251, 39019, 97391, 48557"
11807_2017,"70837, 25304, 43431, 05942"
11808_2017,"64886, 91310, 59463"
11809_2017,"32464, 70090, 06246"
11810_2017,"74151, 86403, 56527, 37308, 11365, 17137, 80485, 54934, 74784"
11811_2017,"43280, 56131, 16295, 56963, 91306, 78697"
11812_2017,"66489, 75105, 77748, 35195, 78587, 60937"
11813_2017,"43085, 31707, 74971, 07548, 43281, 01138"
11814_2017,"94862, 56847, 88344, 18496, 73853, 74260"
11815_2017,"20104, 14504, 12650, 91859"
11816_2017,"05745, 87882"
11817_2017,"08417, 85315, 94394, 10605"
11818_2017,"99653, 77178, 43186, 63793, 42471, 98349"
11819_2017,"22524, 73262, 94669, 69732, 20416, 96928, 60651, 01162"
11820_2017,"38805, 29165, 56029, 49081"
11821_2017,"55816, 17903, 19749, 36301, 38942, 06261, 58813, 57025, 97539, 68347"
11822_2017,"06731, 49953, 48846, 36975"
11823_2017,"78746, 73464, 24179, 67853, 24264, 45524, 99154, 43347, 71384, 24737"
11824_2017,"25904, 62366, 95694, 60260, 19224, 79389, 56413, 30336"
11825_2017,"23161, 00857, 74043, 45655"
11826_2017,"65857, 67136"
11827_2017,"02170, 98223, 30404, 08940, 20090, 70387, 71123"
11828_2017,"41657, 54551, 42702, 64236, 16819, 55819, 65867, 37137, 43822"
11829_2017,"92745, 09989, 34020, 83077, 29952, 55843, 74993"
11830_2017,"98067, 79921, 00558"
11831_2017,"86009, 28253, 97419, 08837, 62488, 37499, 91498"
11832_2017,"37491, 30511, 81929, 06552, 08992, 46392, 37563"
11833_2017,25560
11834_2017,"31789, 38340, 33269"
11835_2017,"60904, 42211, 48836, 89144, 64445, 60308"
11836_2017,"35353, 70533, 27749, 35476, 23946, 39440, 59487, 72533"
11837_2017,"44133, 63783, 87260, 26105, 71434, 40336, 03224, 29610, 19920, 76788"
11838_2017,"89116, 50533, 64993, 13450, 07539, 90673, 82367, 46178"
11839_2017,"53979, 66425, 96501, 97636, 53086, 01571, 97753, 04541, 95811, 42884"
11840_2017,"27783, 25314"
11841_2017,"59018, 93483, 37905, 08163, 80322, 40770, 14058, 95346, 94672"
11842_2017,"89493, 93235, 33652, 20592, 27883, 94788, 25327"
11843_2017,"27445, 54169, 17131, 71816"
11844_2017,25031
11845_2017,"80226, 14427, 64546, 88932"
11846_2017,"57767, 61933, 63381, 05112, 48060, 46234"
11847_2017,"85167, 24036, 61250, 43916"
11848_2017,"42734, 59216, 34340"
11849_2017,40478
11850_2017,"13899, 98649, 64948, 45067, 24438, 63809"
11851_2017,"98076, 79107, 77996, 64791, 54608, 93768, 31293"
11852_2017,"72387, 07067, 59331, 31711"
11853_2017,"44303, 40000, 86087"
11854_2017,"92218, 44975, 15947, 48198, 67194, 98410, 87681, 23918"
11855_2017,"03349, 58759, 66042, 97244, 71389, 02235, 72810, 14526"
11856_2017,"41049, 41442, 09420, 61160, 66688, 55255, 94496, 86707, 71491"
11857_2017,"95773, 42434, 96562, 66504, 19075, 50256, 25033, 73552, 89086"
11858_2017,"64045, 32136, 16997, 03936, 76123"
11859_2017,"38661, 34384"
11860_2017,"12423, 62829, 85409, 18157, 09474"
11861_2017,"06716, 68701, 96296, 67121, 57532"
11862_2017,"26447, 85614, 92083, 96597, 27115, 62193"
11863_2017,"40969, 22977"
11864_2017,"12403, 63677, 62945, 43110, 06511, 97639, 89075, 38208, 30672, 10814"
11865_2017,"85370, 30613, 54922, 72991, 24055, 06188"
11866_2017,"71530, 78781, 47601, 02891, 87345, 51929, 20204, 25578, 01171, 71946"
11867_2017,"36384, 94556, 53894, 51298, 62439, 27949, 92451, 54242"
11868_2017,"49831, 25332, 31950, 56270, 04469, 68885, 78131, 98590, 71173"
11869_2017,68945
11870_2017,"98833, 31579, 47559, 87691, 66590, 44279"
11871_2017,"09060, 46888, 81639, 28560, 13682, 75367, 46362, 43692"
11872_2017,"76022, 86016, 66904, 39903, 60775, 12299, 24423, 61234, 06833, 94539"
11873_2017,"03723, 39506, 91865, 85259"
11874_2017,"72805, 40658, 37673, 38100, 08615, 89518, 33047, 52141"
11875_2017,"54041, 70491, 47848, 81783, 38090, 94491, 20061, 40196, 16408"
11876_2017,"28291, 61038, 16996, 40728"
11877_2017,"32824, 03973, 56071, 06885, 83629, 71129, 48285, 13443, 03340, 52742"
11878_2017,"79684, 40592, 08554, 97019, 83351, 24133, 08072"
11879_2017,"04230, 07425, 98878"
11880_2017,"43022, 86672, 43651, 48535, 98826, 10672, 50506, 50867"
11881_2017,"90849, 79104, 09840, 51880, 89881, 31590, 55781, 76627"
11882_2017,"98648, 31713, 73153, 21850, 24010, 60650, 65299, 71865, 19735"
11883_2017,"92078, 73325, 15327, 92667, 33268, 47225, 83435"
11884_2017,"16772, 12233, 79993, 02916"
11885_2017,42252
11886_2017,"83428, 75032, 84306, 79541, 42156, 18287, 37862, 51362, 58676, 73112"
11887_2017,"65054, 37030, 11045, 68101, 96487, 89709"
11888_2017,"44699, 53774, 60886, 61876, 30876, 15229, 41413"
11889_2017,"28471, 74248"
11890_2017,"35955, 12628, 82339, 73980, 09015, 28872, 82429, 60793"
11891_2017,64202
11892_2017,"72752, 17467, 29915"
11893_2017,"07418, 81087, 40729, 60278, 75897, 08697, 03060, 93141, 09403"
11894_2017,"60252, 33411"
11895_2017,"41833, 69872, 95863, 77552, 97957"
11896_2017,"14757, 98165, 25948, 36232, 52801, 14828, 56894, 01347, 39215"
11897_2017,46066
11898_2017,"03992, 17586, 70367"
11899_2017,"17104, 70320, 88490, 62613"
11900_2017,"12370, 23703, 58971, 42361, 53202, 72353, 91544, 56682, 32284, 43675"
11901_2017,"23810, 96199, 85425, 28562, 31940, 73483, 21172, 18506"
11902_2017,"54019, 77492, 94630, 72577, 08916, 87116, 20817, 52827, 14967, 39075"
11903_2017,"15641, 05073, 30639, 11827"
11904_2017,"01519, 89050, 68209, 94820"
11905_2017,"04781, 23118, 52478, 44425, 63454, 57842, 48989, 39761, 52935"
11906_2017,"65108, 14886"
11907_2017,"72222, 65302, 97929, 14146, 44628, 93790, 02171"
11908_2017,"17157, 11417, 43639, 85538, 09185, 36689, 87524"
11909_2017,"94900, 02441, 45564, 91018"
11910_2017,"54707, 09150, 62558, 69214, 73971, 66151, 13949"
11911_2017,"53563, 51859, 57851, 13921"
11912_2017,"12946, 84082, 71166, 41576, 15476, 07958, 39098, 66201, 41993"
11913_2017,"80445, 63458, 83925, 78461, 94727, 25568, 24663"
11914_2017,"93789, 71846, 32267, 08331, 43531, 89187, 02043, 80711, 66699"
11915_2017,"41141, 12890, 73593, 88522, 94564, 95581, 73093, 73773, 27232, 04770"
11916_2017,"62505, 67969, 20944, 53862, 31335"
